directors,numberall,runtimeminutes,averagerating,numvotes
nm4198623,3,93.0,7.10,523
nm4199046,1,123.0,7.30,35
nm4199076,4,98.3,6.58,756
nm4199099,1,,5.60,5
nm4199236,1,72.0,7.50,20
nm4199239,10,94.6,7.15,316
nm4199318,1,69.0,4.20,165
nm4199376,1,150.0,3.90,19
nm4199414,1,85.0,6.50,28
nm4199426,9,145.6,7.22,15123
nm4199462,2,61.0,6.80,169
nm4199488,1,106.0,6.70,18
nm4199798,1,120.0,3.80,32
nm4199851,1,51.0,6.60,5
nm4200032,1,87.0,8.30,27
nm4200037,1,104.0,2.10,51
nm4200046,1,102.0,4.10,230
nm4200180,2,153.0,4.85,392
nm4200187,1,101.0,6.60,5
nm4200348,1,90.0,4.50,121
nm4200653,1,,6.90,8
nm4200974,1,58.0,6.10,12
nm4201008,1,82.0,7.80,31
nm4201018,1,93.0,5.80,5
nm4201336,1,106.0,7.10,134
nm4201458,1,80.0,5.40,5
nm4201549,5,92.8,4.64,65
nm4201559,1,95.0,7.40,17
nm4201676,2,80.0,6.15,52
nm4201791,1,101.0,6.60,5
nm4201841,1,,5.70,9
nm4201845,3,94.0,6.00,613
nm4202054,1,80.0,7.70,27
nm4202258,1,109.0,8.30,667
nm4202327,2,92.0,4.45,371
nm4202426,1,53.0,7.10,10
nm4202446,1,80.0,7.10,13
nm4202495,2,68.5,3.30,61
nm4202770,1,78.0,4.20,148
nm4202824,4,100.3,5.03,85
nm4202850,1,52.0,7.70,17
nm4202967,2,70.0,8.60,21
nm4202986,1,83.0,5.10,11
nm4203108,6,96.8,7.53,1676
nm4203569,1,90.0,6.80,14
nm4203603,1,104.0,5.70,136
nm4203629,1,60.0,6.00,10
nm4203815,1,121.0,4.90,69
nm4203834,1,51.0,8.30,17
nm4203936,1,90.0,6.70,7
nm4204194,3,80.3,8.03,155
nm4204500,1,65.0,4.80,37
nm4204557,1,85.0,7.30,1742
nm4204584,4,81.5,5.88,2943
nm4204589,1,60.0,6.10,108
nm4204629,4,94.3,5.00,38
nm4204662,1,87.0,7.70,640
nm4204678,6,65.0,5.17,108
nm4204713,1,102.0,5.80,326
nm4204751,4,87.8,4.90,101
nm4204905,1,90.0,9.50,12
nm4205110,1,104.0,8.30,25813
nm4205795,1,85.0,8.00,84
nm4205864,1,88.0,6.30,12
nm4206141,2,93.0,5.75,45
nm4206257,1,87.0,8.60,11
nm4206299,1,88.0,6.30,12
nm4206336,1,77.0,8.80,5
nm4206378,1,119.0,8.70,18
nm4206388,1,83.0,4.10,11
nm4206403,1,77.0,8.50,6
nm4206753,1,90.0,6.70,929
nm4206812,1,145.0,4.60,22
nm4206846,1,84.0,5.90,7
nm4206979,2,86.5,7.50,201
nm4206987,1,86.0,5.70,63
nm4207151,5,105.6,3.22,69
nm4207187,1,87.0,6.20,16
nm4207430,1,75.0,5.30,37
nm4207582,1,76.0,6.60,101
nm4208004,1,93.0,6.90,7
nm4208163,1,120.0,6.50,11
nm4208399,1,110.0,6.30,7
nm4208426,1,65.0,9.60,5
nm4208829,1,98.0,6.90,78
nm4209058,1,79.0,5.90,7
nm4209194,1,80.0,6.60,5
nm4209268,1,90.0,7.10,1274
nm4209430,3,126.7,6.97,8839
nm4209533,3,99.7,3.97,11134
nm4209591,1,70.0,5.40,7
nm4209625,1,85.0,6.40,16
nm4209649,4,64.8,6.30,62
nm4209656,3,87.0,5.40,97
nm4209761,1,95.0,8.30,18
nm4209782,2,78.5,7.65,191
nm4209905,1,85.0,4.90,8
nm4209942,1,86.0,7.70,16
nm4210006,3,78.0,6.23,35
nm4210116,1,98.0,9.00,5
nm4210251,5,118.4,6.36,346
nm4210260,1,61.0,7.10,12
nm4210275,1,89.0,6.60,9
nm4210452,3,90.5,7.00,24
nm4210481,1,61.0,8.30,35
nm4210893,1,90.0,4.70,6
nm4211104,1,76.0,7.00,59
nm4211324,1,110.0,2.70,7
nm4211367,1,74.0,6.80,18
nm4211435,1,96.0,6.70,618
nm4211505,1,99.0,7.80,33
nm4212036,2,62.0,8.20,64
nm4212108,2,135.0,4.15,45
nm4212164,1,97.0,7.60,34
nm4212293,4,71.3,7.73,71
nm4212303,1,116.0,7.40,252
nm4212312,1,70.0,6.70,71
nm4212318,1,114.0,5.30,17
nm4212390,1,75.0,8.40,13
nm4212687,4,71.3,7.73,71
nm4212775,1,115.0,8.30,6
nm4212888,1,77.0,5.40,7
nm4212893,1,,9.20,11
nm4213091,1,,5.00,25
nm4213304,1,,4.30,23
nm4213958,1,90.0,7.60,7
nm4214006,1,84.0,4.60,132
nm4214050,1,90.0,7.80,10
nm4214224,1,78.0,6.40,849
nm4214284,1,95.0,7.20,6
nm4214294,1,81.0,8.20,23
nm4214375,2,76.0,6.35,24
nm4214454,2,96.0,7.40,581
nm4214486,3,85.7,5.33,2009
nm4214524,4,147.7,5.35,3695
nm4214680,1,101.0,7.10,13
nm4214682,1,90.0,5.00,36
nm4214698,2,79.0,6.15,49
nm4214853,3,91.3,6.27,224
nm4214884,1,83.0,5.60,10
nm4214911,1,102.0,5.80,9
nm4215080,1,58.0,6.20,37
nm4215129,1,100.0,2.30,116
nm4215156,1,,4.00,10
nm4215187,1,84.0,7.60,1111
nm4215280,1,75.0,4.20,17
nm4215306,1,73.0,6.50,51
nm4215333,1,,3.30,9
nm4215470,1,85.0,3.20,705
nm4215589,1,90.0,5.20,5
nm4215605,1,75.0,7.20,168
nm4215609,1,88.0,5.20,20
nm4215898,1,100.0,5.10,7
nm4215931,4,148.0,4.73,219
nm4215937,1,,3.30,9
nm4216037,1,90.0,5.20,5
nm4216206,1,90.0,5.20,5
nm4216420,1,,6.10,9
nm4216509,1,116.0,5.00,2636
nm4216538,2,58.5,5.70,34
nm4216721,3,116.3,7.97,201
nm4216919,2,85.0,6.15,86
nm4217375,1,85.0,8.30,229
nm4217507,1,53.0,6.40,7
nm4217514,1,102.0,4.90,27
nm4217553,1,50.0,6.60,7
nm4217573,1,85.0,6.10,10
nm4217750,1,70.0,8.50,8
nm4217820,2,81.5,4.95,514
nm4218004,1,,7.70,7
nm4218006,1,91.0,5.20,4389
nm4218376,1,59.0,3.60,9
nm4218410,1,80.0,6.90,86
nm4218835,1,45.0,9.00,6
nm4218848,1,,5.20,6
nm4218926,1,95.0,8.10,12
nm4219004,1,85.0,3.20,15
nm4219129,4,95.7,6.18,858
nm4219227,1,120.0,5.10,33
nm4219252,1,76.0,8.00,16
nm4219316,11,121.0,6.52,718
nm4219434,1,104.0,7.50,8
nm4219612,2,106.5,7.30,176
nm4219657,1,85.0,8.50,10
nm4219666,1,83.0,5.40,369
nm4219739,3,83.5,5.63,294
nm4219788,1,90.0,3.20,30
nm4219803,1,66.0,7.70,18
nm4219868,1,90.0,9.40,8
nm4219902,6,128.2,6.62,32254
nm4219931,1,115.0,6.00,20
nm4219959,1,80.0,7.30,15
nm4220185,1,66.0,7.70,18
nm4220213,1,70.0,6.70,15
nm4220387,1,,7.50,19
nm4220517,1,110.0,5.20,225
nm4220623,1,88.0,5.50,178
nm4220659,1,,7.80,17
nm4220767,2,82.5,7.45,30
nm4221135,2,114.0,5.95,312
nm4221155,2,95.0,6.90,54
nm4221160,2,103.5,7.45,434
nm4221414,5,90.5,6.14,128
nm4221629,1,60.0,7.20,6
nm4221655,1,87.0,8.00,5
nm4221744,1,60.0,7.00,21
nm4221836,5,76.2,6.80,179
nm4221861,1,94.0,6.90,17
nm4221886,1,97.0,7.30,825
nm4221988,2,82.5,5.70,624
nm4222005,1,89.0,5.10,2085
nm4222154,2,83.0,7.10,471
nm4222333,1,114.0,7.90,22
nm4222368,1,104.0,5.20,120
nm4222408,2,180.0,8.20,32
nm4222644,2,115.0,6.95,33
nm4222751,1,110.0,7.00,10
nm4223403,1,72.0,7.60,24
nm4223514,1,97.0,5.30,126
nm4223717,1,,8.70,13
nm4223816,1,82.0,6.70,60
nm4223865,1,70.0,4.60,89
nm4223969,1,60.0,6.10,19
nm4223986,4,138.5,5.93,366
nm4224124,1,,7.80,43
nm4224248,1,78.0,8.30,17
nm4224294,2,90.5,6.50,39
nm4224315,1,87.0,7.20,13
nm4224386,1,96.0,7.60,22
nm4224732,1,81.0,6.90,210
nm4224822,1,89.0,3.30,248
nm4225229,2,136.0,4.00,20
nm4225479,1,76.0,5.80,38
nm4225501,2,85.0,6.55,35
nm4225538,1,87.0,5.00,5
nm4225684,1,59.0,4.80,6
nm4226261,1,72.0,5.00,230
nm4226355,1,82.0,8.90,16
nm4226380,1,117.0,6.70,48
nm4226481,1,82.0,8.60,7
nm4226643,1,120.0,5.50,20
nm4226685,1,92.0,6.50,171
nm4226718,1,92.0,6.50,171
nm4227022,1,,7.20,5
nm4227232,4,91.0,5.60,18229
nm4227272,1,92.0,6.50,171
nm4227314,2,87.5,6.40,53
nm4227582,1,97.0,5.70,145
nm4227671,1,86.0,7.30,52
nm4227690,2,94.5,6.20,503
nm4227975,1,,8.00,16
nm4228029,1,98.0,5.90,9
nm4228121,7,101.0,5.66,408
nm4228383,1,82.0,5.50,13
nm4228505,1,124.0,6.50,6
nm4228536,1,93.0,7.60,25
nm4228842,2,85.0,6.10,48
nm4229339,1,90.0,3.60,5
nm4229397,3,77.3,7.07,710
nm4230388,1,95.0,6.90,1470
nm4230495,3,90.0,5.47,1137
nm4230960,1,108.0,3.40,18
nm4231008,2,77.0,6.55,41
nm4231045,1,77.0,5.80,34
nm4231069,1,98.0,7.60,123
nm4231083,1,94.0,6.20,23
nm4231258,1,95.0,7.60,14790
nm4231266,1,94.0,3.90,230
nm4231675,1,64.0,6.80,58
nm4231771,1,85.0,6.80,14
nm4231919,1,90.0,3.10,731
nm4232280,1,57.0,4.80,9
nm4233528,1,95.0,5.60,26
nm4233681,1,,4.60,12
nm4233768,1,60.0,6.80,34
nm4233988,1,90.0,4.00,92
nm4234237,8,73.9,6.28,1579
nm4234454,1,75.0,5.90,9
nm4234510,1,110.0,6.30,70
nm4234514,2,98.5,7.05,102
nm4234611,1,82.0,8.90,16
nm4234652,1,110.0,6.30,70
nm4234792,1,105.0,6.50,29
nm4234865,2,99.0,3.50,143
nm4234962,3,80.7,6.53,559
nm4234996,1,82.0,8.90,16
nm4235044,1,82.0,8.90,16
nm4235049,4,87.8,7.08,1626
nm4235082,1,110.0,6.30,70
nm4235152,1,100.0,5.00,286
nm4235301,1,80.0,6.20,275
nm4235335,4,90.0,5.33,2582
nm4235612,2,85.0,5.65,248
nm4236356,1,,6.80,6
nm4236433,1,70.0,6.20,73
nm4236706,2,87.5,2.85,12
nm4236736,2,77.5,7.75,41
nm4236974,2,99.5,5.20,132
nm4237126,2,63.0,6.25,48
nm4237248,1,118.0,4.20,32
nm4237681,1,98.0,8.90,40
nm4237697,1,63.0,8.00,6
nm4238057,1,85.0,6.80,47
nm4238437,1,100.0,6.40,15
nm4238438,5,134.2,6.58,270
nm4238889,1,70.0,8.50,10
nm4238975,1,89.0,6.30,6
nm4239021,2,89.5,7.15,14
nm4239150,2,82.5,9.35,23
nm4239421,1,,7.00,19
nm4239516,1,80.0,7.60,12
nm4240055,2,94.0,7.95,2031
nm4240077,1,94.0,5.90,33
nm4240092,1,70.0,8.40,25
nm4240414,1,106.0,8.40,10
nm4240446,1,,7.50,6
nm4240523,2,100.0,4.00,184
nm4240525,1,,5.20,5
nm4240747,1,95.0,8.10,16
nm4240768,2,74.5,5.40,220
nm4240899,1,93.0,3.40,81
nm4240990,1,80.0,8.00,17
nm4241449,2,154.5,7.30,1489
nm4241519,1,155.0,4.60,13
nm4241625,1,93.0,6.40,49
nm4241797,1,97.0,5.00,5
nm4241974,1,74.0,7.30,7
nm4242010,9,143.0,6.41,7023
nm4242037,1,91.0,8.30,56
nm4242247,1,90.0,6.70,18
nm4242261,3,101.7,5.43,125
nm4242295,4,98.5,5.40,906
nm4242320,2,154.5,7.80,18048
nm4242346,1,80.0,6.90,63
nm4242374,1,81.0,7.30,114
nm4242448,1,87.0,5.50,8
nm4242605,1,,7.60,18
nm4242883,1,84.0,6.90,82
nm4242912,1,114.0,6.00,6
nm4242961,3,60.3,5.80,18
nm4243180,2,113.0,5.35,101
nm4243395,2,106.5,5.45,17
nm4243505,4,104.3,5.33,634
nm4243623,1,90.0,1.60,28
nm4243735,1,92.0,5.80,20
nm4244281,1,108.0,4.50,26
nm4244515,7,102.7,7.29,5703
nm4244612,1,82.0,3.60,667
nm4244703,1,110.0,5.20,735
nm4245269,1,,6.90,9
nm4245303,1,,8.20,9
nm4245378,1,85.0,6.20,6
nm4246419,2,80.0,6.35,140
nm4246477,1,49.0,5.60,8
nm4246479,2,82.0,2.85,529
nm4246624,1,100.0,6.20,8
nm4246641,1,87.0,5.70,176
nm4246652,1,93.0,7.60,7
nm4246704,1,90.0,5.40,25
nm4246726,1,82.0,4.50,924
nm4246755,1,70.0,6.40,7
nm4246766,1,,4.40,98
nm4246812,1,60.0,9.20,32
nm4246950,2,87.5,6.70,17
nm4247004,1,100.0,5.10,15
nm4247029,1,92.0,8.40,11
nm4247057,3,142.0,6.00,145
nm4247084,2,97.0,6.70,151
nm4247144,1,86.0,3.50,39
nm4247189,1,120.0,6.50,11
nm4247208,1,45.0,8.30,14
nm4247287,1,,8.00,36
nm4247350,2,95.0,5.55,39
nm4247352,1,80.0,5.40,14
nm4247366,1,100.0,7.60,561
nm4247545,2,52.5,7.20,177
nm4247567,2,100.0,6.70,32
nm4247665,1,90.0,6.20,6
nm4247739,1,52.0,6.30,15
nm4247837,1,75.0,6.20,6
nm4247894,1,90.0,6.10,7
nm4247949,1,75.0,6.60,25
nm4248031,1,79.0,6.10,10
nm4248042,1,111.0,4.00,34
nm4248044,1,88.0,3.50,83
nm4248077,1,88.0,7.20,19
nm4248097,1,74.0,8.10,42
nm4248150,3,75.7,6.53,134
nm4248287,1,92.0,6.10,74
nm4248437,2,71.5,5.50,40
nm4248464,1,114.0,6.90,14
nm4248515,1,120.0,6.50,11
nm4248516,2,112.5,7.55,219
nm4248638,2,95.0,7.90,14
nm4248680,1,100.0,7.20,25
nm4248682,1,90.0,7.00,45
nm4248721,2,117.5,8.05,103
nm4248838,1,85.0,7.00,3852
nm4249003,1,76.0,9.20,5
nm4249010,1,94.0,6.70,9
nm4249042,1,120.0,6.50,11
nm4249124,1,91.0,8.40,30
nm4249132,2,99.0,7.10,152
nm4249300,1,87.0,6.40,17
nm4249377,1,85.0,3.10,39
nm4249413,1,83.0,6.00,6
nm4249424,1,103.0,7.10,306
nm4249592,1,,6.70,105
nm4249660,1,70.0,8.00,29
nm4249842,1,91.0,4.90,43
nm4249882,1,,8.90,19
nm4249890,1,49.0,7.20,55
nm4249902,1,85.0,4.50,21
nm4249921,1,,7.20,8
nm4250273,1,85.0,8.10,31
nm4250383,1,109.0,7.00,22
nm4250436,2,93.0,6.70,108
nm4250442,1,120.0,6.00,302
nm4250511,4,,5.48,124
nm4250553,1,130.0,8.20,12
nm4250571,1,96.0,6.70,50
nm4250645,1,83.0,5.10,91
nm4250697,2,100.0,5.20,59
nm4250742,2,114.5,4.40,127
nm4250746,1,123.0,3.90,12
nm4250814,1,,3.80,21
nm4251025,1,,5.80,5
nm4251081,2,72.0,7.60,11
nm4251109,1,86.0,4.30,7
nm4251227,2,233.0,8.10,34
nm4251354,1,,2.70,6
nm4251438,1,62.0,8.30,18
nm4251531,1,89.0,7.60,5
nm4251580,1,75.0,8.30,15
nm4252203,1,98.0,6.20,20098
nm4252312,1,110.0,5.20,44
nm4252354,1,89.0,3.00,105
nm4252571,1,95.0,6.20,68
nm4252974,1,75.0,4.60,5
nm4253389,1,84.0,7.50,45
nm4253814,1,84.0,4.20,225
nm4254019,1,100.0,7.20,99
nm4254059,1,88.0,7.10,7
nm4254183,3,91.3,6.40,237
nm4254190,2,91.0,7.60,253
nm4254202,2,82.0,6.90,852
nm4254368,1,72.0,7.60,7
nm4254398,2,88.5,6.50,60
nm4254419,9,76.3,8.24,8267
nm4254459,1,91.0,7.10,22
nm4254659,1,85.0,6.50,23
nm4254672,1,57.0,7.80,51
nm4254713,2,143.0,4.20,1170
nm4254741,1,91.0,6.90,32
nm4255112,1,56.0,7.60,5
nm4255184,1,96.0,6.20,1939
nm4255353,1,,5.50,93
nm4255405,1,83.0,8.60,7
nm4255406,1,92.0,7.50,108
nm4255412,1,80.0,5.20,5
nm4255479,1,86.0,6.50,33
nm4255726,1,79.0,5.20,599
nm4256157,5,87.0,6.20,525
nm4256278,1,81.0,5.90,73
nm4256534,1,121.0,8.40,5
nm4256765,1,97.0,5.10,88
nm4256868,1,80.0,7.10,7
nm4256980,1,83.0,6.00,134
nm4257365,1,79.0,3.00,11
nm4257447,1,78.0,5.70,6
nm4257553,1,100.0,7.20,99
nm4257704,1,99.0,5.90,25
nm4257762,1,90.0,6.50,8
nm4258146,1,93.0,4.40,365
nm4258243,1,121.0,2.40,23
nm4258331,1,90.0,7.80,8
nm4258418,1,73.0,6.10,9
nm4258521,1,90.0,5.10,71
nm4258546,1,103.0,5.20,301
nm4258667,1,71.0,6.70,27
nm4258876,1,90.0,6.30,11
nm4258925,1,109.0,3.80,60
nm4259045,1,84.0,5.80,73
nm4259099,1,70.0,6.80,41
nm4259134,1,82.0,7.20,22
nm4259204,4,95.8,5.40,145
nm4259286,5,122.2,6.58,6945
nm4259291,1,120.0,2.60,201
nm4259348,3,113.7,6.33,2227
nm4259404,1,63.0,7.00,17
nm4259407,1,70.0,6.80,41
nm4259740,1,86.0,8.30,20
nm4259950,2,108.0,6.00,170
nm4259969,1,63.0,8.10,73
nm4260194,1,90.0,5.60,125
nm4260265,1,,7.30,10
nm4260356,1,90.0,4.80,9
nm4260401,1,60.0,5.70,6
nm4260416,1,76.0,7.20,2876
nm4260420,1,82.0,7.90,7
nm4260426,1,,5.30,11
nm4260569,5,136.2,5.40,1952
nm4260579,1,47.0,7.80,20
nm4260618,1,90.0,7.30,127
nm4260726,1,101.0,5.70,42
nm4260770,1,,6.20,6
nm4260973,1,90.0,7.30,127
nm4261003,1,45.0,7.20,56
nm4261131,1,65.0,7.50,6
nm4261164,6,88.0,5.78,1327
nm4261302,4,90.8,6.53,89
nm4261368,2,,7.50,12
nm4261402,4,100.0,6.65,145
nm4261422,2,123.0,6.50,27
nm4261426,1,,6.90,10
nm4261433,7,96.4,7.27,86
nm4261463,1,99.0,6.70,22
nm4261535,1,85.0,5.50,20
nm4261552,1,100.0,8.10,11
nm4261607,1,115.0,5.50,6
nm4261868,1,64.0,7.80,8
nm4262145,1,79.0,5.50,28
nm4262147,2,102.0,7.40,462
nm4262186,1,,7.00,5
nm4262471,1,90.0,7.60,7
nm4262581,1,87.0,6.40,8
nm4262596,1,93.0,6.00,20
nm4262676,1,79.0,5.50,28
nm4262846,1,90.0,5.80,8
nm4263045,1,96.0,5.00,9
nm4263190,4,107.8,6.68,127572
nm4263211,1,90.0,6.70,10
nm4263273,12,90.8,3.87,4747
nm4263333,2,90.0,5.90,194
nm4263457,1,93.0,6.30,23
nm4263648,1,72.0,5.90,10
nm4263650,2,81.5,6.20,959
nm4263715,1,97.0,5.30,329
nm4263744,1,85.0,2.70,10
nm4263794,1,,6.90,18
nm4263820,3,89.5,5.43,251
nm4263886,2,103.0,5.85,22
nm4263930,1,95.0,6.30,21
nm4264029,2,83.0,5.90,454
nm4264160,1,,8.60,44
nm4264278,1,107.0,6.00,6
nm4264391,1,62.0,4.40,14
nm4264418,1,52.0,5.30,23
nm4264429,1,53.0,7.70,7
nm4264638,1,83.0,7.00,12
nm4264671,3,136.7,5.53,30075
nm4264702,1,138.0,4.30,68
nm4264958,2,81.0,7.50,1047
nm4265029,2,81.0,7.50,1047
nm4265365,1,,8.50,26
nm4265368,1,,5.40,5
nm4265384,2,83.5,6.40,101
nm4265588,1,113.0,6.50,60
nm4265813,2,93.5,4.70,393
nm4266031,1,132.0,8.90,10
nm4266178,1,105.0,5.40,401
nm4266182,1,71.0,3.80,38
nm4266263,1,87.0,7.50,6
nm4266337,1,62.0,7.00,5
nm4266388,1,55.0,5.30,6
nm4266454,1,119.0,7.40,9
nm4266509,1,,7.60,9
nm4266643,1,63.0,5.80,20
nm4266806,1,53.0,6.00,7
nm4267562,1,75.0,6.60,1563
nm4267759,1,74.0,1.50,303
nm4268072,1,97.0,7.80,5
nm4268161,2,70.0,7.75,21
nm4268980,1,107.0,6.30,64
nm4269200,1,107.0,6.30,64
nm4269523,2,96.5,5.80,546
nm4269769,1,107.0,6.30,64
nm4269786,1,96.0,6.80,12
nm4269794,1,75.0,6.40,8
nm4269813,1,97.0,5.70,145
nm4269869,1,107.0,6.30,64
nm4270279,1,105.0,4.90,16
nm4270327,1,95.0,5.50,11
nm4270383,1,86.0,5.00,261
nm4270579,1,113.0,6.90,7
nm4270796,1,110.0,1.20,208
nm4270970,1,117.0,7.00,12
nm4271149,2,71.0,3.20,343
nm4271266,1,78.0,8.30,7
nm4271478,3,73.7,4.07,174
nm4271511,1,110.0,1.20,208
nm4271978,1,52.0,6.00,8
nm4272048,1,93.0,7.40,14
nm4272086,1,,5.70,6
nm4272174,2,85.5,6.05,102
nm4272229,1,93.0,7.30,85
nm4272233,1,,7.20,9
nm4272245,1,90.0,5.00,11
nm4272325,3,84.3,7.17,288
nm4272329,2,77.0,7.25,90
nm4272355,1,65.0,7.00,8
nm4272360,1,97.0,5.30,329
nm4272375,2,91.0,7.60,49
nm4272378,1,97.0,5.30,329
nm4272483,1,92.0,6.40,270
nm4272488,1,106.0,7.00,13
nm4272534,1,110.0,6.00,62
nm4272549,2,120.0,2.55,70
nm4272603,1,79.0,7.30,60
nm4272657,4,99.7,6.60,547
nm4272666,1,83.0,7.10,19
nm4272699,1,76.0,4.50,16
nm4272703,1,106.0,7.00,13
nm4272889,1,92.0,6.60,9
nm4272919,2,104.5,5.95,276
nm4273000,1,91.0,6.70,6117
nm4273026,1,110.0,3.10,248
nm4273048,1,89.0,6.00,10
nm4273205,1,81.0,5.60,14
nm4273228,4,133.3,6.68,1872
nm4273293,1,106.0,7.00,13
nm4273301,1,80.0,7.10,10
nm4273327,1,,5.40,53
nm4273332,1,,4.00,43
nm4273375,1,93.0,6.00,23
nm4273444,2,85.0,6.20,28
nm4273623,1,79.0,7.30,60
nm4273664,1,65.0,7.30,6
nm4273756,4,112.0,5.65,517
nm4273821,1,46.0,8.70,11
nm4273882,1,50.0,8.30,44
nm4274009,1,,3.70,16
nm4274050,1,72.0,7.50,12
nm4274098,1,70.0,6.90,330
nm4274124,1,92.0,4.30,227
nm4274127,3,78.3,6.07,39
nm4274191,1,101.0,8.40,19
nm4274218,1,75.0,6.60,16
nm4274262,1,86.0,6.40,106
nm4274321,1,89.0,6.00,10
nm4274355,1,86.0,4.00,13
nm4274383,1,96.0,7.10,180
nm4274424,1,80.0,8.40,5
nm4274573,1,178.0,8.30,9
nm4274575,5,146.4,8.24,32308
nm4274602,1,72.0,6.40,10
nm4274636,1,158.0,7.20,973
nm4274640,6,105.4,6.68,446
nm4274712,1,60.0,9.00,5
nm4274769,1,58.0,9.10,37
nm4274789,1,89.0,5.40,1241
nm4274810,1,73.0,5.60,93
nm4274826,3,121.0,4.17,109
nm4275076,2,125.0,3.70,100
nm4275160,1,67.0,6.80,13
nm4275186,1,81.0,5.50,16
nm4275251,1,80.0,7.70,33
nm4275474,1,83.0,8.60,19
nm4275547,4,91.5,5.93,735
nm4275588,1,82.0,6.60,13
nm4275933,3,96.7,6.57,269
nm4275986,1,90.0,3.40,235
nm4276073,1,74.0,6.90,36
nm4276126,1,82.0,7.10,8
nm4276193,1,,8.90,27
nm4276208,1,89.0,6.80,142
nm4276353,1,78.0,5.00,10
nm4276395,7,94.0,2.63,397
nm4276531,1,67.0,6.80,13
nm4276736,1,97.0,2.90,118
nm4277003,1,97.0,5.70,145
nm4277583,1,82.0,6.50,35
nm4277757,1,85.0,8.70,11
nm4277769,3,90.5,5.77,456
nm4277825,1,88.0,7.40,10
nm4277940,1,70.0,4.40,87
nm4278017,1,70.0,7.10,51
nm4278168,3,84.3,7.00,60
nm4278246,1,95.0,7.20,6
nm4278403,3,105.5,5.60,52
nm4278778,1,63.0,4.80,533
nm4278962,1,,8.20,8
nm4279290,1,85.0,6.90,347
nm4279486,1,77.0,6.60,5
nm4279543,1,87.0,5.90,119
nm4280748,1,71.0,6.30,217
nm4280897,1,,7.40,12
nm4281289,3,84.3,4.87,653
nm4281525,1,125.0,7.70,11
nm4281626,1,71.0,8.40,34
nm4281846,1,90.0,7.90,8
nm4281980,1,,8.50,17
nm4282056,1,73.0,7.20,5
nm4282113,1,70.0,6.00,8
nm4282617,2,101.5,7.15,564
nm4282732,1,90.0,5.70,7
nm4282767,1,98.0,7.70,7
nm4283009,1,92.0,6.90,24
nm4283128,1,60.0,6.60,24
nm4283151,1,92.0,7.80,8
nm4283203,1,,8.10,7
nm4283204,1,,6.20,6
nm4283255,1,94.0,1.70,148
nm4283269,4,80.0,4.03,181
nm4283294,2,91.5,3.70,3728
nm4283684,1,84.0,6.70,7
nm4283770,1,90.0,6.80,117
nm4283797,1,,3.90,8
nm4284016,1,118.0,5.00,22
nm4284168,1,90.0,6.60,36
nm4284191,1,82.0,7.20,11
nm4284320,1,74.0,2.40,199
nm4284497,1,134.0,6.70,84
nm4284639,1,72.0,5.30,11
nm4284649,3,131.0,6.47,100
nm4284665,1,74.0,6.20,14
nm4284682,1,90.0,6.40,10
nm4284789,1,,5.40,9
nm4284847,1,90.0,6.20,52
nm4284875,1,48.0,6.80,6
nm4285091,1,90.0,8.00,30
nm4285142,1,93.0,5.50,305
nm4285196,6,74.0,5.72,114
nm4285264,1,,6.20,10
nm4285381,12,60.5,1.80,371
nm4285412,2,93.0,6.90,72
nm4285460,1,74.0,7.10,8
nm4285571,1,,6.20,26
nm4285606,2,78.0,3.60,38
nm4285618,1,,7.90,7
nm4285728,4,96.5,4.90,7112
nm4285846,1,64.0,8.70,11
nm4285976,1,88.0,4.10,16
nm4286138,1,84.0,6.50,99
nm4286152,2,55.0,6.60,22
nm4286291,1,90.0,3.10,15
nm4286369,1,101.0,1.30,41
nm4286439,1,117.0,7.10,128
nm4286462,1,130.0,4.80,11
nm4286465,1,80.0,6.80,93
nm4286563,1,92.0,6.50,6
nm4286608,1,,6.20,6
nm4286760,3,85.7,4.97,917
nm4286800,1,90.0,5.50,22
nm4286803,1,54.0,6.20,10
nm4286839,1,140.0,7.20,151
nm4286882,1,111.0,7.90,11
nm4287018,1,52.0,6.30,19
nm4287125,1,138.0,5.00,32
nm4287134,2,112.0,3.95,442
nm4287152,1,87.0,6.20,16
nm4287157,2,77.5,5.00,134
nm4287180,1,92.0,6.50,6
nm4287208,3,106.0,6.30,1683
nm4287231,1,81.0,8.00,27
nm4287375,1,100.0,7.90,13
nm4287377,1,100.0,6.30,13
nm4287483,1,98.0,8.80,8
nm4287502,1,120.0,6.70,11
nm4287618,1,90.0,5.40,18
nm4287769,1,100.0,6.20,24
nm4287886,1,,5.50,83
nm4287898,1,83.0,5.50,545
nm4287919,1,58.0,7.40,30
nm4287924,1,,8.30,15
nm4288002,1,82.0,8.90,7
nm4288202,1,124.0,6.00,5
nm4288470,1,91.0,6.60,92
nm4288476,1,90.0,8.40,8
nm4288676,1,,6.80,12
nm4289128,2,71.0,5.60,122
nm4289183,1,48.0,9.70,9
nm4289209,1,47.0,8.40,1208
nm4289345,1,87.0,3.40,15
nm4289357,1,86.0,6.40,18
nm4289433,1,86.0,7.70,30
nm4289458,1,101.0,7.10,10
nm4289663,1,113.0,4.80,6
nm4289686,1,47.0,8.40,1208
nm4289733,1,,7.50,45
nm4289850,2,108.5,7.55,16
nm4290030,1,47.0,8.30,417
nm4290170,1,145.0,8.00,6
nm4290274,1,113.0,4.80,6
