directors,numberall,runtimeminutes,averagerating,numvotes
nm4112859,2,88.5,7.60,48
nm4112912,1,82.0,5.40,9
nm4112975,1,84.0,5.10,7
nm4113540,1,52.0,8.00,9
nm4113549,1,104.0,8.10,18
nm4113614,1,84.0,5.10,7
nm4113629,1,88.0,5.00,129
nm4113646,1,137.0,5.80,69
nm4113869,1,84.0,5.10,7
nm4114088,2,100.0,8.40,19
nm4114096,2,99.0,6.00,6053
nm4114135,1,52.0,9.00,6
nm4114199,2,92.5,3.80,515
nm4114339,1,92.0,5.90,819
nm4114368,1,80.0,5.60,52
nm4114470,2,74.0,7.75,23
nm4114501,1,87.0,8.00,8
nm4114554,1,46.0,7.80,31
nm4114638,3,89.0,7.10,2308
nm4114712,1,87.0,6.50,13
nm4115064,1,80.0,5.70,81
nm4115160,1,89.0,8.20,31
nm4115259,2,118.0,5.90,1205
nm4115403,1,78.0,8.00,39
nm4115548,1,,7.20,8
nm4115788,1,,8.40,7
nm4115880,2,86.0,7.25,28
nm4116023,1,80.0,4.40,16
nm4116083,1,55.0,5.80,9
nm4116209,1,92.0,7.40,17
nm4116233,1,93.0,6.70,475
nm4116465,1,140.0,6.80,15
nm4116546,1,90.0,8.10,15
nm4116978,3,84.3,5.83,2553
nm4117098,1,101.0,8.20,9
nm4117474,1,88.0,2.90,27
nm4117528,1,93.0,5.80,5
nm4117631,1,55.0,6.90,8
nm4117697,1,86.0,8.80,6
nm4117710,1,90.0,8.10,15
nm4117946,1,90.0,7.80,6
nm4118035,2,86.0,7.25,28
nm4118124,1,93.0,3.10,53
nm4118140,1,80.0,6.10,30
nm4118211,1,57.0,6.80,12
nm4118522,1,52.0,3.50,22
nm4118640,1,133.0,7.20,304
nm4118651,4,114.3,6.08,180
nm4118745,2,133.0,6.75,321
nm4118848,1,,5.80,18
nm4119350,1,85.0,6.00,27
nm4119484,1,68.0,6.40,7
nm4119527,1,70.0,5.80,61
nm4119771,1,89.0,4.70,33
nm4119805,1,56.0,8.10,7
nm4119816,1,65.0,8.60,7
nm4120368,1,73.0,7.70,29
nm4120428,1,,4.40,42
nm4120466,1,75.0,6.60,30
nm4120879,1,98.0,4.00,109
nm4120888,1,78.0,7.60,12
nm4121082,2,91.5,5.40,216
nm4121118,1,81.0,5.00,294
nm4121119,1,81.0,5.20,41
nm4121149,1,82.0,6.90,50
nm4121533,1,51.0,7.80,12
nm4122022,1,97.0,5.70,145
nm4122040,1,127.0,4.50,15
nm4122269,2,105.0,6.15,33
nm4122528,1,72.0,3.10,50
nm4122551,3,95.7,6.27,424
nm4122633,1,110.0,5.70,121
nm4122796,1,88.0,3.70,20
nm4122963,1,57.0,5.80,5
nm4123156,1,88.0,7.70,20
nm4123372,2,87.5,7.90,181
nm4123469,2,91.0,4.60,21
nm4123547,4,105.8,7.55,343
nm4123624,3,110.0,5.53,145
nm4123936,1,70.0,8.30,7
nm4123996,1,,7.80,24
nm4124059,1,78.0,6.80,24
nm4124165,2,123.5,6.75,74
nm4124294,1,96.0,7.80,94
nm4124447,1,87.0,7.40,46
nm4124463,1,56.0,8.60,5
nm4124683,1,85.0,6.20,21
nm4125054,1,65.0,8.00,14
nm4125233,1,118.0,5.00,22
nm4125244,1,88.0,5.80,5
nm4125490,1,86.0,8.30,24
nm4125692,3,87.5,5.43,61
nm4125737,1,,5.60,5
nm4125953,2,90.0,5.80,10
nm4126093,1,110.0,8.30,17
nm4126099,1,93.0,5.30,255
nm4126129,1,74.0,5.80,356
nm4126407,1,93.0,6.80,356
nm4126429,5,65.6,6.46,271
nm4126471,1,78.0,7.30,7
nm4126500,3,88.7,6.30,384
nm4126766,3,100.3,5.27,564
nm4126872,1,105.0,5.00,12
nm4127003,3,80.0,7.13,72
nm4127109,1,93.0,6.50,615
nm4127158,2,74.5,7.05,58
nm4127252,2,103.0,7.25,336
nm4127272,1,97.0,5.70,145
nm4127551,2,115.0,7.30,28
nm4127624,1,75.0,3.50,103
nm4127676,1,48.0,6.70,18
nm4127951,1,81.0,6.90,14
nm4127979,1,77.0,7.40,18
nm4127994,1,85.0,6.10,105
nm4128004,1,86.0,2.00,67
nm4128569,1,,5.80,17
nm4128669,1,51.0,9.20,60
nm4128738,1,80.0,8.40,5
nm4128931,1,103.0,3.30,270
nm4129426,2,,6.60,98
nm4129982,1,93.0,8.60,7
nm4130026,1,95.0,7.50,490
nm4130056,1,,7.40,70
nm4130946,1,80.0,8.90,8
nm4131033,1,93.0,2.50,138
nm4131562,2,58.0,7.25,262
nm4131703,1,47.0,6.30,10
nm4131787,4,83.3,6.98,330
nm4131865,3,92.3,5.43,740
nm4131982,1,97.0,8.20,24
nm4132111,1,60.0,4.40,14
nm4132124,1,,6.40,5
nm4132267,1,57.0,7.90,7
nm4132647,1,89.0,6.50,120
nm4132673,1,,4.60,14
nm4132689,1,71.0,6.30,22
nm4132788,1,106.0,7.10,44
nm4132798,1,67.0,7.30,9
nm4132885,1,95.0,6.80,297
nm4132935,7,83.0,3.33,374
nm4133027,1,80.0,5.60,46
nm4133041,1,80.0,3.40,301
nm4133223,1,118.0,8.00,210
nm4133349,1,84.0,3.30,86
nm4133399,1,89.0,3.90,225
nm4133494,1,90.0,5.10,20
nm4134174,1,96.0,6.80,20
nm4134202,2,65.0,7.75,34
nm4134482,2,53.0,7.75,53
nm4134537,1,61.0,7.30,19
nm4134585,1,,6.60,10
nm4134911,1,92.0,3.80,12855
nm4134984,1,85.0,7.40,199
nm4135419,1,45.0,7.20,9
nm4135449,1,90.0,8.90,36
nm4135608,1,84.0,8.00,6
nm4135794,3,93.3,5.60,2042
nm4136040,1,93.0,7.30,76
nm4136446,1,111.0,6.60,73
nm4136490,1,,4.90,15
nm4136536,1,97.0,5.70,145
nm4136881,1,76.0,5.10,7
nm4137350,2,94.5,7.95,3188
nm4137391,2,98.5,4.05,168
nm4137613,1,50.0,8.20,16
nm4137687,1,98.0,5.50,65
nm4137752,1,93.0,5.90,16
nm4137793,1,80.0,3.00,191
nm4137849,1,82.0,1.00,803
nm4137868,1,61.0,6.10,16
nm4137876,1,85.0,8.60,7
nm4137936,1,84.0,6.70,154
nm4137983,1,93.0,3.30,26
nm4138086,1,,8.00,13
nm4138119,1,117.0,6.40,11
nm4138221,2,50.0,8.05,77
nm4138262,2,116.5,6.30,11450
nm4138338,1,84.0,6.60,5
nm4138379,1,,8.60,7
nm4138471,4,85.5,6.38,189
nm4138540,1,88.0,7.40,5
nm4138568,2,,7.20,31
nm4138642,1,161.0,4.80,189
nm4138657,2,99.0,7.75,73
nm4138720,4,83.8,7.53,504
nm4138878,1,77.0,6.20,63
nm4138908,1,93.0,3.30,26
nm4138958,1,97.0,9.00,4140
nm4139012,1,106.0,8.00,41
nm4139040,1,105.0,8.00,9
nm4139201,1,89.0,7.20,67
nm4139243,1,,7.00,48
nm4139444,4,86.0,7.60,502
nm4139470,1,1.0,6.00,6
nm4139472,3,103.0,6.97,61930
nm4139502,1,75.0,6.30,83
nm4139584,1,99.0,6.80,69
nm4139659,1,47.0,8.00,9
nm4139848,1,93.0,3.30,26
nm4139850,1,88.0,7.40,5
nm4139887,1,97.0,6.50,63
nm4139967,2,93.0,5.25,49
nm4140013,1,93.0,3.30,26
nm4140193,1,120.0,6.00,37
nm4140194,1,105.0,4.60,325
nm4140214,1,70.0,6.50,10
nm4140262,2,99.0,7.75,73
nm4140269,1,83.0,6.10,84
nm4140289,1,86.0,5.90,335
nm4140322,1,93.0,3.30,26
nm4140325,4,78.0,4.38,667
nm4140478,2,149.5,6.10,695
nm4140533,1,101.0,5.40,38
nm4140564,1,80.0,6.40,14
nm4140697,1,70.0,5.90,68
nm4140731,1,45.0,6.60,7
nm4140748,1,47.0,8.30,13
nm4140877,1,72.0,7.80,6
nm4140886,1,80.0,2.30,9
nm4140928,3,96.5,7.10,856
nm4141007,2,55.5,8.20,19
nm4141074,1,110.0,6.30,17
nm4141164,3,84.0,6.50,209
nm4141388,2,94.0,3.55,986
nm4141412,1,71.0,6.80,25
nm4141462,1,100.0,7.60,759
nm4141599,5,92.8,6.90,1855
nm4141604,1,95.0,4.50,11
nm4141631,1,94.0,2.90,10
nm4141638,1,,3.80,15
nm4141787,1,83.0,5.20,5
nm4141791,1,103.0,3.40,13
nm4141924,1,101.0,4.90,63
nm4142016,1,97.0,4.80,26
nm4142062,1,93.0,6.00,137
nm4142119,3,93.3,7.07,29
nm4142224,1,87.0,7.30,1510
nm4142255,1,95.0,7.10,29
nm4142310,1,93.0,3.30,26
nm4142369,1,72.0,8.80,18
nm4142408,1,80.0,7.60,7
nm4142498,1,98.0,6.60,333
nm4142638,2,79.0,5.15,40
nm4142647,2,85.0,5.70,192
nm4142716,1,95.0,8.00,6
nm4142742,1,93.0,3.30,26
nm4142927,3,108.3,6.00,25821
nm4143000,2,70.0,8.30,25
nm4143175,2,90.0,6.65,1830
nm4143201,1,55.0,5.60,2280
nm4143293,2,69.0,6.80,16
nm4143394,2,58.0,7.40,347
nm4143413,1,90.0,7.70,38
nm4143428,1,,3.80,8
nm4143462,1,85.0,8.40,20
nm4143629,1,75.0,5.60,63
nm4143789,1,82.0,4.90,17
nm4143969,1,68.0,8.40,699
nm4144206,1,98.0,7.90,12
nm4144240,3,92.0,5.00,487
nm4144291,1,123.0,8.40,24
nm4144321,1,75.0,4.50,10
nm4144363,1,120.0,7.50,27
nm4144442,1,58.0,5.70,6
nm4144461,1,80.0,4.60,137
nm4144601,1,84.0,5.20,5
nm4144633,1,84.0,6.70,154
nm4144675,4,65.0,8.93,48
nm4144689,2,97.0,6.05,1432
nm4144919,1,,6.00,7
nm4144927,1,120.0,7.40,14
nm4144986,2,84.0,5.90,187
nm4145065,2,86.0,8.00,733
nm4145218,1,123.0,8.40,24
nm4145294,2,101.5,6.20,54
nm4145368,2,89.5,3.85,19
nm4145507,2,90.0,7.75,90
nm4145551,1,88.0,7.00,123
nm4145571,1,74.0,3.40,9
nm4145594,1,90.0,6.50,99
nm4145607,1,90.0,3.80,41
nm4145885,2,168.0,8.15,137
nm4146008,1,80.0,4.60,137
nm4146044,1,110.0,9.40,5
nm4146339,1,102.0,7.00,108
nm4146407,1,90.0,9.20,12
nm4146423,1,82.0,6.70,10
nm4146491,4,104.0,6.83,179
nm4146516,1,84.0,5.40,20
nm4146613,1,89.0,6.00,8
nm4146902,1,110.0,7.50,78
nm4146937,2,135.0,3.85,173
nm4147022,1,115.0,5.60,5
nm4147037,1,123.0,8.40,24
nm4147081,1,92.0,6.60,28
nm4147108,1,54.0,6.60,9
nm4147224,1,69.0,7.30,10
nm4147237,3,63.0,5.47,46
nm4147334,2,95.0,4.70,235
nm4147399,1,75.0,7.70,10
nm4147413,2,92.0,6.65,75
nm4147427,2,130.0,6.80,37
nm4147443,2,94.0,6.65,286
nm4147660,1,74.0,3.30,23
nm4147664,1,125.0,6.70,19
nm4147929,2,118.0,7.90,360
nm4148117,1,,7.30,18
nm4148141,1,76.0,7.90,19
nm4148153,6,76.7,5.03,274
nm4148225,1,125.0,6.70,19
nm4148261,1,,5.40,824
nm4148339,2,93.0,6.90,2245
nm4148346,1,95.0,6.30,26
nm4148357,1,56.0,6.70,116
nm4148549,9,129.4,7.13,6340
nm4148686,1,85.0,6.90,73
nm4148808,1,105.0,6.80,5
nm4148823,1,146.0,4.30,248
nm4149056,5,133.2,6.80,1748
nm4149061,1,123.0,5.10,10
nm4149180,1,82.0,8.70,21
nm4149356,1,130.0,5.80,6
nm4149510,1,117.0,5.90,110
nm4149692,1,,7.10,12
nm4149834,2,120.5,5.00,21
nm4150014,1,76.0,5.20,816
nm4150025,3,86.7,6.33,283
nm4150183,1,74.0,8.30,17
nm4150195,1,85.0,7.20,17
nm4150219,1,69.0,6.20,260
nm4150282,1,75.0,4.70,36
nm4150494,2,90.0,6.65,1749
nm4150649,1,78.0,6.80,13
nm4150722,1,72.0,5.10,179
nm4150855,1,119.0,7.00,22
nm4151047,1,90.0,5.70,6
nm4151290,1,133.0,5.40,14
nm4151332,1,57.0,4.10,208
nm4151530,4,103.7,6.75,148
nm4151736,3,99.0,4.97,10829
nm4152010,1,85.0,6.30,6
nm4152051,1,96.0,8.20,99
nm4152475,1,98.0,8.10,71
nm4152507,1,90.0,3.60,137
nm4152536,1,85.0,7.60,7
nm4152607,1,52.0,6.00,6
nm4152615,1,80.0,6.90,71
nm4152666,1,94.0,4.50,47
nm4152944,1,87.0,4.00,36
nm4153241,1,109.0,7.20,40
nm4153290,1,110.0,5.80,11
nm4153713,1,77.0,7.50,40
nm4153809,1,95.0,6.30,13
nm4153870,1,51.0,7.10,37
nm4153912,1,50.0,7.90,11
nm4154062,1,98.0,5.40,5
nm4154218,1,92.0,7.00,7
nm4154246,1,75.0,6.60,10
nm4154368,1,86.0,3.50,33
nm4154426,13,88.0,5.35,303
nm4154451,1,105.0,7.40,38
nm4154470,8,127.3,6.36,1761
nm4154537,1,93.0,5.60,189
nm4154585,2,92.5,3.85,224
nm4154644,3,88.0,4.47,1521
nm4154694,1,77.0,8.80,10
nm4154842,1,87.0,8.40,19
nm4154862,3,109.0,5.10,1122
nm4154905,1,54.0,6.20,6
nm4155000,1,63.0,8.30,32
nm4155004,1,87.0,8.50,11
nm4155014,1,87.0,6.90,11
nm4155035,1,85.0,6.50,93
nm4155110,1,49.0,5.20,6
nm4155251,1,53.0,7.10,170
nm4155279,1,81.0,5.00,21
nm4155547,1,92.0,6.10,52157
nm4155746,1,120.0,6.00,37
nm4156065,1,76.0,5.40,12
nm4156136,1,102.0,3.90,271
nm4156250,1,60.0,7.90,22
nm4156271,1,89.0,4.70,143
nm4156438,2,87.5,3.80,112
nm4156583,2,85.5,7.10,348
nm4156661,1,90.0,6.80,5
nm4156731,1,,6.10,22
nm4156773,1,64.0,8.30,6
nm4156966,1,80.0,4.80,152
nm4157021,1,120.0,6.60,133
nm4157086,1,102.0,6.90,19
nm4157114,1,71.0,5.10,16
nm4157181,2,82.0,5.15,169
nm4157249,1,98.0,3.80,40
nm4157306,1,90.0,7.80,15
nm4157311,1,151.0,8.70,26
nm4157409,1,95.0,7.60,10
nm4157484,1,95.0,6.50,22
nm4157561,1,95.0,5.40,2491
nm4157888,1,,6.80,41
nm4158025,3,79.0,7.13,135
nm4158029,1,,7.60,16
nm4158039,2,105.5,6.20,5617
nm4158052,1,85.0,4.90,218
nm4158055,1,82.0,6.80,23
nm4158114,1,104.0,6.50,53
nm4158159,1,85.0,6.00,37
nm4158321,1,92.0,6.80,12
nm4158331,1,101.0,7.20,578
nm4158417,1,89.0,6.90,460
nm4158471,1,90.0,6.40,19
nm4158821,1,78.0,5.70,6
nm4158883,1,76.0,7.60,14
nm4158922,1,,5.80,53
nm4159008,5,82.0,5.86,417
nm4159010,2,120.0,7.10,16
nm4159157,1,,3.70,32
nm4159248,2,95.0,8.00,8092
nm4159259,1,145.0,5.10,16
nm4159302,1,89.0,7.00,13
nm4159346,1,88.0,7.00,7
nm4159476,1,54.0,5.10,23
nm4159489,2,73.5,6.45,217
nm4159512,3,116.0,4.53,42
nm4159663,2,95.0,5.30,97
nm4159757,2,127.0,6.05,25
nm4159771,1,62.0,7.70,40
nm4159794,1,46.0,7.90,9
nm4159815,1,45.0,6.50,8
nm4159976,1,77.0,7.60,306
nm4160160,4,94.7,3.25,140
nm4160274,1,120.0,4.90,19
nm4160313,3,83.3,6.77,123
nm4160426,1,,5.20,25
nm4160501,2,72.0,6.35,496
nm4160511,1,85.0,2.00,34
nm4160660,1,86.0,7.10,230
nm4160810,2,93.5,5.90,109
nm4161020,1,60.0,6.20,6
nm4161077,2,106.0,6.05,2002
nm4161249,1,98.0,5.90,117
nm4161463,1,89.0,3.90,225
nm4161605,1,95.0,9.00,10
nm4161701,1,90.0,4.40,26
nm4161712,5,107.3,6.10,268
nm4161727,1,75.0,7.60,5
nm4161735,1,52.0,8.50,10
nm4161845,2,70.0,7.90,17
nm4161848,1,120.0,2.70,970
nm4161850,1,100.0,9.20,14
nm4161877,1,123.0,8.40,24
nm4161932,1,82.0,6.90,66
nm4162042,1,51.0,7.50,20
nm4162051,1,76.0,3.80,23
nm4162162,2,93.5,7.85,56
nm4162175,1,95.0,6.90,7
nm4162244,1,,7.00,6
nm4162295,1,96.0,8.20,5
nm4162336,2,77.0,8.50,16
nm4162504,1,82.0,7.40,21
nm4162523,2,74.5,7.60,23
nm4162624,1,95.0,6.70,53
nm4162637,1,110.0,5.80,45
nm4162665,1,60.0,9.10,16
nm4162760,1,75.0,5.20,67
nm4162789,1,88.0,8.00,33
nm4162804,1,86.0,7.50,34
nm4162839,1,65.0,6.30,18
nm4162856,1,95.0,6.70,15
nm4162977,1,90.0,6.30,22
nm4163049,2,81.0,8.25,60
nm4163224,3,89.3,5.07,88
nm4163413,1,107.0,4.10,61
nm4163869,2,65.5,7.35,16
nm4163998,3,80.0,5.87,676
nm4164359,1,109.0,4.50,6
nm4165585,2,86.0,5.60,48
nm4165588,1,90.0,6.80,14
nm4165982,1,94.0,8.40,8
nm4166030,1,80.0,4.40,5
nm4166791,1,95.0,9.00,5
nm4166962,1,100.0,8.50,8
nm4166968,1,90.0,7.00,102
nm4167019,1,50.0,6.30,7
nm4167059,3,102.7,5.60,27
nm4167097,1,73.0,7.50,181
nm4167229,1,,6.80,6
nm4167352,1,80.0,4.80,14
nm4167459,2,81.0,6.60,30
nm4167513,2,88.5,5.80,123
nm4167636,1,,2.90,25
nm4167694,1,114.0,3.20,176
nm4169505,1,92.0,6.30,71
nm4169561,1,75.0,5.30,37
nm4169829,1,75.0,5.30,37
nm4169889,1,75.0,5.30,37
nm4170048,2,137.5,7.20,420111
nm4170094,2,60.0,6.60,121
nm4170261,2,63.5,6.80,67
nm4170306,1,,8.60,5
nm4170381,1,70.0,7.30,10
nm4170385,1,119.0,8.70,905
nm4170450,2,101.0,5.70,34
nm4170727,1,75.0,5.30,37
nm4170829,1,75.0,5.30,37
nm4170857,2,66.5,4.90,49
nm4170900,1,79.0,6.80,5
nm4170905,3,118.7,7.10,40
nm4170979,3,79.0,6.60,122
nm4171014,1,90.0,6.40,59
nm4171025,1,96.0,7.40,18
nm4171068,6,92.8,5.92,1698
nm4171082,1,,7.70,6
nm4171136,4,90.0,4.80,88
nm4171142,2,112.0,7.30,31
nm4171307,1,82.0,6.50,11
nm4171487,1,90.0,4.70,67
nm4171576,1,80.0,6.70,6
nm4171708,1,75.0,8.00,62
nm4171752,1,,6.50,48
nm4171842,1,80.0,6.20,69
nm4172075,1,87.0,5.70,57
nm4172097,2,75.0,8.55,36
nm4172112,2,75.0,8.55,36
nm4172126,1,90.0,6.40,59
nm4172228,1,99.0,7.90,21
nm4172571,1,83.0,6.30,210
nm4172579,1,70.0,7.40,19
nm4172696,1,75.0,8.00,62
nm4172720,1,74.0,7.50,17
nm4172816,1,54.0,4.60,5
nm4172954,1,90.0,6.40,59
nm4172961,1,94.0,8.00,13
nm4172962,3,100.0,7.50,59
nm4172998,1,60.0,8.70,6
nm4173077,1,59.0,8.60,13
nm4173145,2,112.0,7.30,31
nm4173175,1,54.0,6.20,5
nm4173215,2,81.5,8.25,797
nm4173223,1,106.0,8.00,167
nm4173463,1,85.0,6.50,59
nm4173476,1,47.0,5.10,15
nm4173599,1,46.0,6.90,12
nm4173684,3,124.0,2.90,59
nm4173791,1,94.0,6.50,40
nm4173813,1,48.0,8.70,82
nm4173833,2,88.5,6.70,28
nm4173854,1,120.0,6.30,75
nm4173965,1,133.0,9.40,14
nm4173994,2,109.0,6.45,119
nm4174051,1,145.0,4.70,164
nm4174097,3,105.0,7.00,27
nm4174210,1,90.0,6.40,59
nm4174217,1,125.0,6.70,10
nm4174243,1,75.0,6.20,8
nm4174256,1,92.0,8.40,9
nm4174382,1,83.0,4.80,40
nm4174417,1,71.0,7.00,6
nm4174428,4,80.0,7.63,168
nm4174486,1,75.0,6.40,13
nm4174574,1,,8.70,9
nm4174600,1,99.0,7.90,21
nm4174626,3,132.7,6.47,8945
nm4174809,2,102.5,5.40,748
nm4174836,1,117.0,7.30,16
nm4174851,4,107.5,5.38,338
nm4174859,2,90.5,4.95,70
nm4174957,1,,4.60,8
nm4174971,1,80.0,7.00,45
nm4175006,2,85.0,8.90,32
nm4175086,1,75.0,6.60,34
nm4175092,8,116.8,6.58,502
nm4175147,1,53.0,9.10,21
nm4175161,1,90.0,5.00,59
nm4175163,1,74.0,7.50,17
nm4175204,2,128.5,6.70,19
nm4175299,1,82.0,5.20,344
nm4175421,1,,5.00,22
nm4175468,1,,7.80,6
nm4175483,1,,8.10,8
nm4175489,1,90.0,5.20,937
nm4175522,1,104.0,6.80,5
nm4175587,2,71.5,8.10,1234
nm4175647,2,110.0,4.60,148
nm4175764,1,,7.80,6
nm4175770,1,,7.80,6
nm4175776,1,95.0,3.40,15
nm4175844,2,87.0,7.30,1894
nm4175879,1,101.0,8.30,6
nm4175901,1,88.0,8.80,10
nm4175924,2,102.0,7.35,123
nm4176058,1,98.0,6.00,341
nm4176155,1,75.0,6.80,22
nm4176205,4,124.3,7.30,200
nm4176206,2,109.0,6.15,19
nm4176225,1,97.0,8.30,38
nm4176228,1,46.0,4.60,47
nm4176377,1,83.0,8.20,6
nm4176405,3,95.7,6.00,77
nm4176487,1,83.0,5.10,11
nm4176494,2,63.5,5.95,29
nm4176594,1,100.0,3.00,81
nm4176753,4,99.0,6.53,113
nm4176779,1,103.0,6.90,10
nm4176834,3,56.7,5.97,46
nm4176931,3,68.0,6.07,126
nm4177024,1,55.0,8.10,8
nm4177136,3,89.5,5.17,889
nm4177196,3,103.5,5.27,353
nm4177207,1,67.0,5.40,16
nm4177351,2,86.5,6.40,138
nm4177377,1,102.0,6.00,6
nm4177400,1,75.0,6.80,28
nm4177405,1,99.0,6.60,101
nm4177512,2,,7.70,84
nm4177881,1,123.0,6.60,7
nm4178007,1,85.0,5.80,34
nm4178257,1,133.0,4.70,44
nm4178260,1,54.0,7.30,23
nm4178302,1,67.0,5.80,16
nm4178333,1,85.0,5.90,26
nm4178430,1,105.0,5.70,20
nm4178527,3,87.0,7.00,31
nm4178604,1,86.0,7.70,6
nm4178630,1,89.0,6.30,1731
nm4178667,2,61.0,5.75,12
nm4178670,1,78.0,7.70,11
nm4178773,1,,9.00,6
nm4178894,1,97.0,6.20,6
nm4178963,1,95.0,6.40,681
nm4179259,1,95.0,5.60,17
nm4179342,4,130.3,6.98,2067
nm4179360,1,70.0,6.10,14
nm4179382,3,100.3,6.50,3057
nm4179560,2,106.0,4.60,285
nm4179578,1,65.0,7.10,28
nm4179675,1,,7.20,8
nm4179756,4,72.8,5.60,1211
nm4179779,1,70.0,7.80,5
nm4179833,1,81.0,2.90,234
nm4179869,6,72.0,4.47,1582
nm4179917,1,90.0,4.60,181
nm4179966,2,106.5,8.00,28
nm4180066,1,90.0,5.80,5
nm4180097,1,92.0,7.80,8
nm4180240,1,76.0,7.30,2040
nm4180242,2,131.0,6.25,42
nm4180255,1,80.0,6.80,43
nm4180282,1,90.0,5.40,7
nm4180293,1,85.0,8.60,11
nm4180474,1,87.0,5.60,7
nm4180523,1,75.0,5.60,5
nm4180721,1,120.0,6.00,6
nm4180855,2,85.0,4.00,188
nm4181153,1,90.0,5.30,21
nm4181440,1,90.0,4.80,154
nm4181560,3,81.7,6.87,976
nm4181577,1,89.0,5.30,34
nm4181609,1,79.0,7.60,75
nm4181651,1,84.0,6.80,16
nm4181773,1,,6.80,5
nm4181967,1,81.0,6.00,65
nm4182023,1,93.0,8.00,11
nm4182166,1,45.0,6.60,7
nm4182414,3,83.0,5.27,194
nm4182434,1,93.0,8.00,11
nm4182489,2,84.5,5.10,259
nm4182581,1,160.0,6.10,7
nm4182652,1,55.0,8.10,10
nm4182676,1,,8.30,10
nm4182891,4,89.3,5.70,31
nm4183075,1,93.0,4.30,1627
nm4183112,1,,7.10,10
nm4183245,1,120.0,8.10,512
nm4183264,2,87.0,7.30,108
nm4183292,1,101.0,6.30,9
nm4183640,1,58.0,8.40,153
nm4183747,1,88.0,5.50,29
nm4183885,1,78.0,4.50,22
nm4184913,1,106.0,8.40,7
nm4184973,1,150.0,5.90,13
nm4185394,1,80.0,8.40,17
nm4185610,1,118.0,8.00,3157
nm4185647,1,,7.60,8
nm4185715,2,90.5,7.65,230
nm4185808,1,,6.70,18
nm4185877,2,99.0,7.00,126
nm4185994,1,55.0,8.80,15
nm4186195,1,85.0,6.10,71
nm4186259,1,,2.10,20
nm4186316,1,74.0,7.70,75
nm4186382,1,,8.40,7
nm4186393,1,69.0,7.20,13
nm4186429,1,45.0,7.30,6
nm4186485,1,73.0,7.40,43
nm4186529,1,88.0,6.70,6
nm4186814,1,85.0,7.20,5
nm4186818,1,61.0,5.80,6
nm4187551,1,55.0,6.50,541
nm4187659,1,85.0,5.20,34
nm4188361,1,68.0,5.30,12
nm4188389,1,72.0,5.30,51
nm4188781,2,87.5,7.10,5410
nm4188816,1,97.0,6.60,160
nm4189172,1,84.0,3.80,261
nm4189279,2,77.5,6.30,222
nm4189318,1,46.0,9.20,13
nm4189361,2,90.0,5.60,27
nm4189373,1,102.0,5.10,1850
nm4189470,1,87.0,6.90,61
nm4189845,1,52.0,7.10,54
nm4189857,1,91.0,7.70,51
nm4190260,2,48.5,7.85,102
nm4190618,1,69.0,8.20,12
nm4190814,1,95.0,6.20,48
nm4190905,1,94.0,7.10,816
nm4190927,1,90.0,4.60,13
nm4191041,1,90.0,7.70,12
nm4191104,4,100.8,7.08,1212
nm4191127,3,102.3,6.57,269
nm4191135,1,45.0,8.10,10
nm4191202,1,130.0,8.00,8
nm4191222,2,82.5,5.60,24
nm4191349,1,82.0,4.20,5
nm4191373,2,82.5,5.60,24
nm4191378,1,65.0,5.40,8
nm4191487,3,93.7,6.47,129
nm4191526,1,98.0,6.20,30
nm4191586,2,123.5,7.45,400
nm4191661,1,114.0,8.70,33
nm4191750,2,48.0,5.80,103
nm4191760,1,125.0,4.00,7
nm4191868,1,100.0,6.80,58
nm4191929,1,90.0,4.80,2809
nm4192335,1,85.0,5.30,546
nm4192630,4,112.0,6.30,3181
nm4192760,1,89.0,2.90,126
nm4192797,1,70.0,4.70,219
nm4192962,3,110.3,6.40,271
nm4193003,1,79.0,7.10,57
nm4193245,1,70.0,8.10,7
nm4193259,1,59.0,7.10,171
nm4193284,1,86.0,6.10,7
nm4193380,2,96.0,5.10,689
nm4193530,1,83.0,4.80,104
nm4193608,1,74.0,9.20,8
nm4193669,1,89.0,5.90,2023
nm4193707,2,100.0,6.10,2154
nm4193755,1,106.0,6.30,81
nm4193781,1,80.0,6.80,1330
nm4193874,1,123.0,7.90,18
nm4193915,1,112.0,9.00,7
nm4194032,2,84.0,7.00,64
nm4194067,1,78.0,6.30,65
nm4194165,1,55.0,8.80,15
nm4194398,1,45.0,8.00,6
nm4194415,1,123.0,7.90,18
nm4194421,1,59.0,7.10,171
nm4194448,1,79.0,6.40,26
nm4194491,1,82.0,6.90,62
nm4194530,3,86.3,3.00,584
nm4194746,2,81.0,6.45,32
nm4194902,1,233.0,8.50,84
nm4195198,1,98.0,7.30,36
nm4195247,2,79.5,6.40,212
nm4195312,3,140.0,4.30,62
nm4195324,1,99.0,7.30,11
nm4195384,1,70.0,5.00,47
nm4195604,1,81.0,8.30,6
nm4195722,1,53.0,7.10,36
nm4195784,1,150.0,7.60,8
nm4195915,4,139.0,5.95,1524
nm4196070,2,105.0,6.90,12
nm4196169,6,86.6,3.45,748
nm4196311,1,,5.80,17
nm4196328,1,78.0,4.90,9
nm4196716,1,100.0,5.20,24
nm4197194,1,60.0,5.30,27
nm4197560,1,94.0,7.80,33
nm4197698,2,72.0,6.10,54
nm4197711,1,80.0,6.90,25
nm4197736,2,91.0,8.75,54
nm4197750,1,,5.70,7
